Time,True_Angle,Measured_Angle,Control_Signal
26.333000000000002,0.8304116655511612,0.7913633279514657,-1.0
26.334,0.8292571642009459,0.8975855142911103,-1.0
26.335,0.8280927783008655,0.7694014255825604,-1.0
26.336000000000002,0.8269185088393751,0.8318423914026425,-1.0
26.337,0.8257343568048309,0.8175239554385714,-1.0
26.338,0.8245403231854901,0.814575554995064,-1.0
26.339000000000002,0.8233364089695113,0.9179373692695343,-1.0
26.34,0.8221226151449541,0.827136700404494,-1.0
26.341,0.8208989426997794,0.8567003456894887,-1.0
26.342000000000002,0.8196653926218491,0.7878904908010669,-1.0
26.343,0.8184219658989267,0.7987827915703338,-1.0
26.344,0.8171686635186766,0.8779040135801626,-1.0
26.345,0.8159054864686645,0.7828964583682994,-1.0
26.346,0.8146324357363574,0.7817625014305598,-1.0
26.347,0.8133495123091234,0.9097562651726668,-1.0
26.348,0.8120567171742322,0.8225248016165614,-1.0
26.349,0.8107540513188546,0.7696368457826578,-1.0
26.35,0.8094415157300624,0.8973245081635779,-1.0
26.351,0.8081191113948292,0.8367210183024134,-1.0
26.352,0.8067868393000295,0.7778624569953504,-1.0
26.353,0.8054447004324392,0.7656668306467517,-1.0
26.354,0.8040926957787357,0.741741554643877,-1.0
26.355,0.8027308263254975,0.7845167630289936,-1.0
26.356,0.8013590930592047,0.7581187347535332,-1.0
26.357,0.7999774969662385,0.8024442600477175,-1.0
26.358,0.7985860390328816,0.7843229855486069,-1.0
26.359,0.7971847202453181,0.7260617099421383,-1.0
26.36,0.7957735415896333,0.851458288552244,-1.0
26.361,0.7943525040518141,0.7356585232631017,-1.0
26.362000000000002,0.7929216086177486,0.7377228438253725,-1.0
26.363,0.7914808562732266,0.844930857713689,-1.0
26.364,0.7900302480039391,0.8532601336863384,-1.0
26.365000000000002,0.7885697847954785,0.8336175441704476,-1.0
26.366,0.7870994676333386,0.8048071019843642,-1.0
26.367,0.785619297502915,0.8090242976435893,-1.0
26.368000000000002,0.7841292753895045,0.7053097196022453,-1.0
26.369,0.7826294022783052,0.7236540075720119,-1.0
26.37,0.7811196791544172,0.7853095725044356,-1.0
26.371000000000002,0.7796001070028414,0.8203792849087461,-1.0
26.372,0.7780706868084809,0.8877967954737652,-1.0
26.373,0.7765314195561398,0.7737173352489903,-1.0
26.374,0.7749823062305239,0.7945428383048969,-1.0
26.375,0.7734233478162406,0.715696954613698,-1.0
26.376,0.7718545452977986,0.7324387065063742,-1.0
26.377,0.7702758996596086,0.6799329106814141,-1.0
26.378,0.7686874118859824,0.7778381933976074,-1.0
26.379,0.7670890829611335,0.7743756834369891,-1.0
26.38,0.7654809138691772,0.8016390332945836,-1.0
26.381,0.76386290559413,0.7756413260129836,-1.0
26.382,0.7622350591199103,0.8311638590164991,-1.0
26.383,0.760597375430338,0.7680762002435242,-1.0
26.384,0.7589498555091347,0.7869335604514647,-1.0
26.385,0.7572925003399236,0.7634748313012647,-1.0
26.386,0.7556253109062293,0.7052691817813876,-1.0
26.387,0.7539482881914784,0.742025265814558,-1.0
26.388,0.752261433178999,0.7890048383396036,-1.0
26.389,0.7505647468520208,0.8430219742399547,-1.0
26.39,0.7488582301936754,0.7476367577071734,-1.0
26.391000000000002,0.7471418841869958,0.7607117619750605,-1.0
26.392,0.7454157098149168,0.732868210527373,-1.0
26.393,0.7436797080602751,0.7242530547626276,-1.0
26.394000000000002,0.7419338799058087,0.6747878397627632,-1.0
26.395,0.7401782263341579,0.8262159644727546,-1.0
26.396,0.7384127483278642,0.7204240329752964,-1.0
